epoch,kl_g0_weight,kl_u_weight,train_loss_total,train_loss_recon,train_loss_kl_g0,train_loss_kl_u,train_loss_cls,val_loss_total,val_loss_recon,val_loss_kl_g0,val_loss_kl_u,val_loss_cls,lr
111,1.000,1.000,13.264874,14.652149,0.007651,1.749278,0.688056,13.388597,14.813704,0.007680,1.744985,0.677509,1.00e-04
112,1.000,1.000,13.234304,14.623216,0.007667,1.740496,0.686005,13.314651,14.726020,0.007695,1.740241,0.677429,1.00e-04
113,1.000,1.000,13.138319,14.509991,0.007682,1.733882,0.685370,13.069310,14.428537,0.007710,1.731048,0.677370,1.00e-04
114,1.000,1.000,12.919214,14.238894,0.007697,1.730599,0.687311,13.019788,14.362521,0.007723,1.735118,0.677492,1.00e-04
115,1.000,1.000,12.774022,14.054190,0.007709,1.733565,0.688249,12.901214,14.213780,0.007735,1.735624,0.677514,1.00e-04
116,1.000,1.000,12.660045,13.911912,0.007721,1.732574,0.691399,12.870948,14.177811,0.007750,1.733616,0.678027,1.00e-04
117,1.000,1.000,12.543750,13.769753,0.007736,1.730672,0.686101,12.709448,13.973352,0.007764,1.736434,0.677042,1.00e-04
118,1.000,1.000,12.428138,13.624441,0.007752,1.730343,0.690544,12.581287,13.819981,0.007777,1.729641,0.676842,1.00e-04
119,1.000,1.000,12.293764,13.459609,0.007761,1.727199,0.690542,12.405430,13.600436,0.007789,1.729334,0.676916,1.00e-04
120,1.000,1.000,12.198207,13.341225,0.007775,1.726901,0.687434,12.301630,13.467237,0.007801,1.732731,0.677067,1.00e-04
121,1.000,1.000,12.141676,13.269012,0.007786,1.728545,0.687011,12.381664,13.578701,0.007815,1.721335,0.676909,1.00e-04
122,1.000,1.000,11.978527,13.079543,0.007800,1.714172,0.686574,12.201473,13.359035,0.007828,1.715728,0.676995,1.00e-04
123,1.000,1.000,11.879021,12.956335,0.007815,1.712191,0.689739,12.167153,13.318733,0.007841,1.713127,0.676955,1.00e-04
124,1.000,1.000,11.845811,12.916608,0.007828,1.711622,0.684816,12.108775,13.243887,0.007855,1.714953,0.677092,1.00e-04
125,1.000,1.000,11.668928,12.691724,0.007841,1.714743,0.687411,11.958081,13.047718,0.007867,1.722730,0.677148,1.00e-04
126,1.000,1.000,11.591869,12.587444,0.007856,1.722399,0.688546,11.962223,13.053924,0.007878,1.721599,0.677508,1.00e-04
127,1.000,1.000,11.626578,12.634611,0.007864,1.718808,0.687754,11.862784,12.927204,0.007888,1.723989,0.677597,1.00e-04
128,1.000,1.000,11.425742,12.381358,0.007874,1.721183,0.687051,11.784830,12.832785,0.007898,1.720973,0.677526,1.00e-04
129,1.000,1.000,11.320519,12.253843,0.007883,1.716596,0.689308,11.636319,12.654595,0.007910,1.713496,0.677592,1.00e-04
130,1.000,1.000,11.174715,12.079916,0.007897,1.708249,0.689330,11.566413,12.568064,0.007923,1.712619,0.677640,1.00e-04
131,1.000,1.000,11.123334,12.014627,0.007910,1.710028,0.686406,11.540390,12.537971,0.007936,1.710139,0.677766,1.00e-04
132,1.000,1.000,11.092439,11.979791,0.007921,1.706097,0.686955,11.455791,12.433042,0.007947,1.709267,0.677931,1.00e-04
133,1.000,1.000,10.961629,11.817560,0.007933,1.705230,0.685250,11.347341,12.299215,0.007958,1.707536,0.677867,1.00e-04
134,1.000,1.000,10.868339,11.703399,0.007943,1.702548,0.686131,11.396330,12.366223,0.007970,1.701764,0.677818,1.00e-04
135,1.000,1.000,10.826438,11.659140,0.007956,1.694369,0.686334,11.291159,12.244580,0.007982,1.691872,0.678063,1.00e-04
136,1.000,1.000,10.772182,11.593252,0.007968,1.692222,0.687143,11.313085,12.264399,0.007993,1.699452,0.678048,1.00e-04
137,1.000,1.000,10.687891,11.479720,0.007980,1.700443,0.686882,11.081946,11.964305,0.008004,1.710588,0.678144,1.00e-04
138,1.000,1.000,10.559266,11.316040,0.007991,1.703416,0.686536,11.102466,11.998566,0.008014,1.701877,0.678497,1.00e-04
139,1.000,1.000,10.513652,11.267106,0.008003,1.695340,0.686462,10.979973,11.848422,0.008025,1.698985,0.678137,1.00e-04
140,1.000,1.000,10.415877,11.152498,0.008011,1.687648,0.686759,10.985120,11.868684,0.008037,1.685190,0.677953,1.00e-04
141,1.000,1.000,10.346939,11.072527,0.008024,1.681207,0.687658,10.806089,11.644273,0.008048,1.685743,0.678186,1.00e-04
142,1.000,1.000,10.293046,11.003732,0.008035,1.682492,0.688196,10.795358,11.632797,0.008058,1.683832,0.678040,1.00e-04
143,1.000,1.000,10.187807,10.882225,0.008044,1.672914,0.686302,10.765540,11.605332,0.008069,1.673975,0.678192,1.00e-04
144,1.000,1.000,10.146537,10.828971,0.008055,1.674646,0.685994,10.680878,11.487865,0.008080,1.685502,0.678602,1.00e-04
145,1.000,1.000,10.085610,10.744886,0.008067,1.682656,0.685610,10.715389,11.531453,0.008090,1.685100,0.678371,1.00e-04
146,1.000,1.000,10.034027,10.685389,0.008078,1.677146,0.687681,10.577731,11.369434,0.008100,1.674999,0.678522,1.00e-04
147,1.000,1.000,9.923420,10.558580,0.008087,1.665922,0.686739,10.547714,11.342602,0.008110,1.664260,0.678679,1.00e-04
148,1.000,1.000,9.900702,10.534702,0.008096,1.661525,0.686216,10.586975,11.382654,0.008120,1.673317,0.678506,1.00e-04
149,1.000,1.000,9.838681,10.444609,0.008106,1.674248,0.685548,10.460085,11.216802,0.008130,1.680486,0.678749,1.00e-04
150,1.000,1.000,9.761619,10.354360,0.008115,1.667882,0.686665,10.396299,11.151787,0.008140,1.665800,0.678586,1.00e-04
151,1.000,1.000,9.716444,10.305489,0.008127,1.660119,0.687280,10.413960,11.173972,0.008149,1.665741,0.678352,1.00e-04
152,1.000,1.000,9.659077,10.235292,0.008136,1.658595,0.687292,10.241000,10.964323,0.008159,1.659174,0.678379,1.00e-04
153,1.000,1.000,9.611679,10.179736,0.008144,1.654702,0.688068,10.242269,10.965276,0.008168,1.659785,0.678429,1.00e-04
154,1.000,1.000,9.523391,10.068023,0.008156,1.655975,0.688339,10.194039,10.903708,0.008177,1.661063,0.678403,1.00e-04
155,1.000,1.000,9.510404,10.052211,0.008164,1.655930,0.686798,10.116204,10.809564,0.008187,1.657824,0.678722,1.00e-04
156,1.000,1.000,9.455194,9.987684,0.008174,1.651253,0.687524,10.145888,10.850009,0.008196,1.654553,0.678408,1.00e-04
157,1.000,1.000,9.392539,9.912908,0.008184,1.648073,0.686037,10.072163,10.758229,0.008205,1.654184,0.678343,1.00e-04
158,1.000,1.000,9.354546,9.863420,0.008193,1.650330,0.684955,9.939845,10.590563,0.008215,1.656401,0.678508,1.00e-04
159,1.000,1.000,9.276789,9.765647,0.008201,1.650949,0.684756,10.012540,10.684639,0.008224,1.653139,0.678691,1.00e-04
160,1.000,1.000,9.266081,9.760077,0.008212,1.642203,0.688437,9.848377,10.495322,0.008234,1.637172,0.678975,1.00e-04
161,1.000,1.000,9.170654,9.649383,0.008222,1.634162,0.686202,9.857073,10.501941,0.008242,1.641464,0.678775,1.00e-04
162,1.000,1.000,9.101927,9.560655,0.008230,1.637095,0.685715,9.770293,10.398491,0.008251,1.636430,0.678777,1.00e-04
163,1.000,1.000,9.063266,9.521690,0.008239,1.627313,0.687362,9.787413,10.428164,0.008260,1.628055,0.679149,1.00e-04
164,1.000,1.000,9.025580,9.479430,0.008247,1.623114,0.684737,9.756653,10.388996,0.008270,1.628720,0.679322,1.00e-04
165,1.000,1.000,9.005363,9.451089,0.008258,1.625873,0.685936,9.704156,10.322359,0.008279,1.629699,0.679433,1.00e-04
166,1.000,1.000,8.983514,9.425955,0.008267,1.623741,0.685716,9.699901,10.317267,0.008288,1.629493,0.679314,1.00e-04
167,1.000,1.000,8.891058,9.311695,0.008275,1.622748,0.684418,9.619003,10.220077,0.008297,1.625626,0.679012,1.00e-04
168,1.000,1.000,8.827665,9.237024,0.008284,1.617868,0.685617,9.567920,10.161480,0.008306,1.620327,0.679144,1.00e-04
169,1.000,1.000,8.805816,9.210254,0.008294,1.617071,0.686604,9.515043,10.093432,0.008315,1.622302,0.679019,1.00e-04
170,1.000,1.000,8.777985,9.175220,0.008303,1.617319,0.686556,9.440329,10.002157,0.008323,1.620138,0.679173,1.00e-04
171,1.000,1.000,8.775249,9.175520,0.008312,1.613575,0.686621,9.458240,10.025124,0.008332,1.619559,0.679136,1.00e-04
172,1.000,1.000,8.704668,9.087950,0.008320,1.612742,0.687290,9.418767,9.979593,0.008341,1.615636,0.679553,1.00e-04
173,1.000,1.000,8.667529,9.044402,0.008328,1.610155,0.686103,9.333681,9.876368,0.008349,1.612487,0.679590,1.00e-04
174,1.000,1.000,8.622583,8.995107,0.008336,1.602348,0.689753,9.355996,9.912824,0.008358,1.603861,0.679801,1.00e-04
175,1.000,1.000,8.557595,8.922245,0.008347,1.594579,0.687291,9.312668,9.862617,0.008367,1.599957,0.679573,1.00e-04
176,1.000,1.000,8.523014,8.878253,0.008354,1.595666,0.685978,9.249315,9.784451,0.008375,1.598915,0.679611,1.00e-04
177,1.000,1.000,8.504108,8.859182,0.008362,1.591538,0.684211,9.331127,9.887492,0.008384,1.598103,0.679721,1.00e-04
178,1.000,1.000,8.448433,8.788691,0.008372,1.591839,0.686556,9.207223,9.733910,0.008392,1.596730,0.679985,1.00e-04
179,1.000,1.000,8.402373,8.730808,0.008380,1.592583,0.684782,9.149508,9.657315,0.008400,1.601141,0.680113,1.00e-04
180,1.000,1.000,8.373522,8.695655,0.008387,1.590648,0.688849,9.130688,9.644400,0.008408,1.590485,0.680266,1.00e-04
181,1.000,1.000,8.345380,8.670851,0.008396,1.580678,0.687201,9.077674,9.585281,0.008417,1.583223,0.680691,1.00e-04
182,1.000,1.000,8.319496,8.638003,0.008405,1.580660,0.689211,9.098518,9.603629,0.008425,1.590860,0.680939,1.00e-04
183,1.000,1.000,8.268258,8.573237,0.008413,1.582434,0.684955,9.090875,9.597156,0.008432,1.587823,0.680731,1.00e-04
184,1.000,1.000,8.233500,8.530162,0.008420,1.582152,0.684564,9.005628,9.490617,0.008440,1.587860,0.680473,1.00e-04
185,1.000,1.000,8.208864,8.504380,0.008428,1.576512,0.687036,8.985231,9.473431,0.008448,1.579537,0.680494,1.00e-04
186,1.000,1.000,8.149550,8.436362,0.008436,1.570963,0.684707,8.901056,9.376126,0.008456,1.571511,0.680907,1.00e-04
187,1.000,1.000,8.137322,8.426630,0.008444,1.564838,0.686961,8.976819,9.468977,0.008464,1.573460,0.680491,1.00e-04
188,1.000,1.000,8.099633,8.375997,0.008453,1.568803,0.685153,8.896399,9.364488,0.008472,1.577353,0.680741,1.00e-04
189,1.000,1.000,8.069614,8.340867,0.008459,1.565669,0.688088,8.858970,9.320520,0.008479,1.574595,0.680474,1.00e-04
190,1.000,1.000,8.022340,8.282324,0.008468,1.565717,0.685662,8.809937,9.261613,0.008487,1.572237,0.680335,1.00e-04
191,1.000,1.000,8.016511,8.278070,0.008475,1.562742,0.685404,8.805918,9.259880,0.008495,1.568971,0.680207,1.00e-04
