epoch,kl_g0_weight,kl_u_weight,train_loss_total,train_loss_recon,train_loss_kl_g0,train_loss_kl_u,train_loss_cls,val_loss_total,val_loss_recon,val_loss_kl_g0,val_loss_kl_u,val_loss_cls,lr
192,1.000,1.000,39.999532,49.990820,0.008594,0.000000,0.000000,39.961894,49.943783,0.008585,0.000000,0.000000,6.25e-06
193,1.000,1.000,39.915215,49.885423,0.008595,0.000000,0.000000,39.965360,49.948116,0.008584,0.000000,0.000000,6.25e-06
194,1.000,1.000,39.933063,49.907732,0.008595,0.000000,0.000000,39.964475,49.947008,0.008584,0.000000,0.000000,6.25e-06
195,1.000,1.000,39.935342,49.910581,0.008595,0.000000,0.000000,39.964916,49.947560,0.008584,0.000000,0.000000,6.25e-06
196,1.000,1.000,39.964548,49.947089,0.008595,0.000000,0.000000,39.967561,49.950866,0.008584,0.000000,0.000000,6.25e-06
197,1.000,1.000,39.919605,49.890908,0.008597,0.000000,0.000000,39.970176,49.954140,0.008580,0.000000,0.000000,6.25e-06
198,1.000,1.000,39.965226,49.947935,0.008597,0.000000,0.000000,39.969644,49.953473,0.008581,0.000000,0.000000,6.25e-06
199,1.000,1.000,39.918523,49.889559,0.008594,0.000000,0.000000,39.966417,49.949433,0.008586,0.000000,0.000000,6.25e-06
200,1.000,1.000,39.926447,49.899460,0.008598,0.000000,0.000000,39.964081,49.946508,0.008591,0.000000,0.000000,6.25e-06
201,1.000,1.000,39.942038,49.918947,0.008600,0.000000,0.000000,39.963337,49.945579,0.008593,0.000000,0.000000,6.25e-06
202,1.000,1.000,39.950232,49.929189,0.008601,0.000000,0.000000,39.966548,49.949593,0.008591,0.000000,0.000000,6.25e-06
